Rank,Name,Title,Country,Rating,Games,B-Year
1,Carlsen Magnus,g,NOR,2843,10,1990
2,Aronian Levon,g,ARM,2816,0,1982
3,Kramnik Vladimir,g,RUS,2797,0,1975
4,Radjabov Teimour,g,AZE,2788,0,1987
5,Nakamura Hikaru,g,USA,2783,10,1987
6,Anand Viswanathan,g,IND,2780,0,1969
7,Karjakin Sergey,g,RUS,2778,9,1990
8,Caruana Fabiano,g,ITA,2773,0,1992
9,Ivanchuk Vassily,g,UKR,2769,0,1969
10,Morozevich Alexander,g,RUS,2758,2,1977
11,Grischuk Alexander,g,RUS,2754,9,1983
12,Topalov Veselin,g,BUL,2752,0,1975
13,Svidler Peter,g,RUS,2747,9,1976
14,Kamsky Gata,g,USA,2746,9,1974
15,Wang Hao,g,CHN,2742,10,1989
16,Gelfand Boris,g,ISR,2738,0,1968
17,Gashimov Vugar,g,AZE,2737,0,1986
18,Leko Peter,g,HUN,2737,0,1979
19,Jobava Baadur,g,GEO,2734,4,1983
20,Giri Anish,g,NED,2730,10,1994
21,Tomashevsky Evgeny,g,RUS,2730,0,1987
22,Ponomariov Ruslan,g,UKR,2729,11,1983
23,Mamedyarov Shakhriyar,g,AZE,2729,0,1985
24,Dominguez Perez Leinier,g,CUB,2725,0,1983
25,Jakovenko Dmitry,g,RUS,2724,9,1983
26,Adams Michael,g,ENG,2722,0,1971
27,Volokitin Andrei,g,UKR,2718,11,1986
28,Andreikin Dmitry,g,RUS,2718,9,1990
29,Fressinet Laurent,g,FRA,2714,10,1981
30,Shirov Alexei,g,LAT,2714,6,1972
31,Bruzon Batista Lazaro,g,CUB,2713,9,1982
32,Wojtaszek Radoslaw,g,POL,2713,4,1987
33,Almasi Zoltan,g,HUN,2713,0,1976
34,McShane Luke J,g,ENG,2713,0,1984
35,Bologan Viktor,g,MDA,2712,8,1971
36,Naiditsch Arkadij,g,GER,2712,0,1985
37,Riazantsev Alexander,g,RUS,2712,0,1985
38,Sasikiran Krishnan,g,IND,2707,0,1981
39,Bacrot Etienne,g,FRA,2705,20,1983
40,Korobov Anton,g,UKR,2705,11,1985
41,Movsesian Sergei,g,ARM,2705,11,1978
42,Nepomniachtchi Ian,g,RUS,2704,0,1990
43,Areshchenko Alexander,g,UKR,2702,11,1986
44,Malakhov Vladimir,g,RUS,2700,10,1980
45,Moiseenko Alexander,g,UKR,2699,11,1980
46,Sokolov Ivan,g,NED,2699,10,1968
47,Vitiugov Nikita,g,RUS,2699,9,1987
48,Polgar Judit,g,HUN,2698,0,1976
49,Short Nigel D,g,ENG,2698,0,1965
50,Vachier-Lagrave Maxime,g,FRA,2697,21,1990
51,Vallejo Pons Francisco,g,ESP,2697,14,1982
52,Ding Liren,g,CHN,2694,13,1992
53,Le Quang Liem,g,VIE,2693,0,1991
54,Rublevsky Sergei,g,RUS,2693,0,1974
55,Sargissian Gabriel,g,ARM,2693,0,1983
56,Wang Yue,g,CHN,2691,10,1987
57,Navara David,g,CZE,2691,0,1985
58,Van Wely Loek,g,NED,2691,0,1972
59,Harikrishna P.,g,IND,2690,11,1986
60,Efimenko Zahar,g,UKR,2689,11,1985
61,Cheparinov Ivan,g,BUL,2689,10,1986
62,Georgiev Kiril,g,BUL,2687,25,1965
63,Akopian Vladimir,g,ARM,2687,0,1971
64,Sutovsky Emil,g,ISR,2687,0,1977
65,Kryvoruchko Yuriy,g,UKR,2686,0,1986
66,Berkes Ferenc,g,HUN,2685,0,1985
67,Eljanov Pavel,g,UKR,2684,11,1983
68,Kasimdzhanov Rustam,g,UZB,2684,0,1979
69,Bu Xiangzhi,g,CHN,2683,9,1985
70,Inarkiev Ernesto,g,RUS,2683,0,1985
71,Alekseev Evgeny,g,RUS,2682,9,1985
72,Edouard Romain,g,FRA,2678,21,1990
73,Dreev Aleksey,g,RUS,2677,10,1969
74,Ragger Markus,g,AUT,2677,7,1988
75,Bauer Christian,g,FRA,2676,21,1977
76,Laznicka Viktor,g,CZE,2675,6,1988
77,Gyimesi Zoltan,g,HUN,2674,0,1977
78,Tiviakov Sergei,g,NED,2674,0,1973
79,Grachev Boris,g,RUS,2672,11,1986
80,Onischuk Alexander,g,USA,2672,8,1975
81,Ni Hua,g,CHN,2671,0,1983
82,Zvjaginsev Vadim,g,RUS,2671,0,1976
83,Balogh Csaba,g,HUN,2668,0,1987
84,So Wesley,g,PHI,2667,9,1993
85,Zhigalko Sergei,g,BLR,2667,0,1989
86,Li Chao b,g,CHN,2665,0,1989
87,Najer Evgeniy,g,RUS,2664,0,1977
88,Gareev Timur,g,USA,2663,18,1988
89,Potkin Vladimir,g,RUS,2663,9,1982
90,Gharamian Tigran,g,FRA,2663,0,1984
91,Matlakov Maxim,g,RUS,2663,0,1991
92,Nielsen Peter Heine,g,DEN,2662,0,1973
93,Kurnosov Igor,g,RUS,2660,11,1985
94,Jones Gawain C B,g,ENG,2658,11,1987
95,Negi Parimarjan,g,IND,2658,9,1993
96,Motylev Alexander,g,RUS,2658,0,1979
97,Fridman Daniel,g,GER,2657,9,1976
98,Petrosian Tigran L.,g,ARM,2657,9,1984
99,Meier Georg,g,GER,2656,20,1987
100,Gupta Abhijeet,g,IND,2654,9,1989
101,Bartel Mateusz,g,POL,2654,0,1985
