Rank,Name,Title,Country,Rating,Games,B-Year
1,Carlsen Magnus,g,NOR,2870,6,1990
2,Kramnik Vladimir,g,RUS,2796,16,1975
3,Aronian Levon,g,ARM,2795,12,1982
4,Grischuk Alexander,g,RUS,2786,6,1983
5,Nakamura Hikaru,g,USA,2783,14,1987
6,Caruana Fabiano,g,ITA,2779,10,1992
7,Anand Viswanathan,g,IND,2775,0,1969
8,Topalov Veselin,g,BUL,2771,6,1975
9,Gelfand Boris,g,ISR,2765,8,1968
10,Karjakin Sergey,g,RUS,2762,8,1990
11,Mamedyarov Shakhriyar,g,AZE,2759,8,1985
12,Dominguez Perez Leinier,g,CUB,2753,13,1983
13,Adams Michael,g,ENG,2753,4,1971
14,Ponomariov Ruslan,g,UKR,2751,4,1983
15,Giri Anish,g,NED,2749,13,1994
16,Vachier-Lagrave Maxime,g,FRA,2742,19,1990
17,Svidler Peter,g,RUS,2740,10,1976
18,Morozevich Alexander,g,RUS,2734,8,1977
19,Ivanchuk Vassily,g,UKR,2733,8,1969
20,Wang Hao,g,CHN,2733,4,1989
21,Leko Peter,g,HUN,2732,4,1979
22,Bacrot Etienne,g,FRA,2730,10,1983
23,Eljanov Pavel,g,UKR,2729,15,1983
24,Vitiugov Nikita,g,RUS,2729,6,1987
25,Kamsky Gata,g,USA,2725,16,1974
26,Naiditsch Arkadij,g,GER,2724,13,1985
27,Radjabov Teimour,g,AZE,2723,6,1987
28,Ding Liren,g,CHN,2722,0,1992
29,Tomashevsky Evgeny,g,RUS,2720,12,1987
30,Jakovenko Dmitry,g,RUS,2719,13,1983
31,Korobov Anton,g,UKR,2716,10,1985
32,Areshchenko Alexander,g,UKR,2714,6,1986
33,Wang Yue,g,CHN,2713,0,1987
34,Le Quang Liem,g,VIE,2712,8,1991
35,Malakhov Vladimir,g,RUS,2711,6,1980
36,Fressinet Laurent,g,FRA,2710,4,1981
37,Harikrishna P.,g,IND,2709,0,1986
38,Alekseev Evgeny,g,RUS,2707,11,1985
39,Almasi Zoltan,g,HUN,2707,0,1976
40,Andreikin Dmitry,g,RUS,2706,16,1990
41,So Wesley,g,PHI,2706,4,1993
42,Vallejo Pons Francisco,g,ESP,2705,11,1982
43,Navara David,g,CZE,2703,14,1985
44,Moiseenko Alexander,g,UKR,2703,4,1980
45,Nepomniachtchi Ian,g,RUS,2702,11,1990
46,Kasimdzhanov Rustam,g,UZB,2699,0,1979
47,Wojtaszek Radoslaw,g,POL,2698,2,1987
48,Riazantsev Alexander,g,RUS,2697,2,1985
49,McShane Luke J,g,ENG,2697,0,1984
50,Kryvoruchko Yuriy,g,UKR,2696,12,1986
51,Movsesian Sergei,g,ARM,2696,2,1978
52,Inarkiev Ernesto,g,RUS,2695,11,1985
53,Rublevsky Sergei,g,RUS,2695,0,1974
54,Jobava Baadur,g,GEO,2694,4,1983
55,Van Wely Loek,g,NED,2693,7,1972
56,Polgar Judit,g,HUN,2689,2,1976
57,Bruzon Batista Lazaro,g,CUB,2685,30,1982
58,Shirov Alexei,g,LAT,2685,4,1972
59,Akopian Vladimir,g,ARM,2684,2,1971
60,Short Nigel D,g,ENG,2684,0,1965
61,Zhigalko Sergei,g,BLR,2683,18,1989
62,Volokitin Andrei,g,UKR,2683,10,1986
63,Li Chao b,g,CHN,2682,4,1989
64,Matlakov Maxim,g,RUS,2682,4,1991
65,Yu Yangyi,g,CHN,2681,17,1994
66,Dreev Aleksey,g,RUS,2679,15,1969
67,Motylev Alexander,g,RUS,2676,9,1979
68,Sargissian Gabriel,g,ARM,2676,7,1983
69,Gareev Timur,g,USA,2676,0,1988
70,Rapport Richard,g,HUN,2676,0,1996
71,Bu Xiangzhi,g,CHN,2675,0,1985
72,Nisipeanu Liviu-Dieter,g,ROU,2674,15,1976
73,Berkes Ferenc,g,HUN,2673,9,1985
74,Cheparinov Ivan,g,BUL,2672,18,1986
75,Onischuk Alexander,g,USA,2672,13,1975
76,Negi Parimarjan,g,IND,2671,9,1993
77,Bologan Viktor,g,MDA,2670,13,1971
78,Grachev Boris,g,RUS,2669,10,1986
79,Ragger Markus,g,AUT,2668,13,1988
80,Ni Hua,g,CHN,2668,0,1983
81,Laznicka Viktor,g,CZE,2666,15,1988
82,Granda Zuniga Julio E,g,PER,2665,8,1967
83,Georgiev Kiril,g,BUL,2664,18,1965
84,Istratescu Andrei,g,FRA,2664,18,1975
85,Rodshtein Maxim,g,ISR,2664,0,1989
86,Smirin Ilia,g,ISR,2663,8,1968
87,Sasikiran Krishnan,g,IND,2662,4,1981
88,Erdos Viktor,g,HUN,2661,18,1987
89,Efimenko Zahar,g,UKR,2661,10,1985
90,Petrosian Tigran L.,g,ARM,2660,0,1984
91,Zvjaginsev Vadim,g,RUS,2659,2,1976
92,Iturrizaga Eduardo,g,VEN,2658,19,1989
93,Socko Bartosz,g,POL,2658,6,1978
94,Sutovsky Emil,g,ISR,2657,18,1977
95,Edouard Romain,g,FRA,2657,7,1990
96,Lysyj Igor,g,RUS,2657,4,1987
97,Fedorchuk Sergey A.,g,UKR,2656,20,1981
98,Khismatullin Denis,g,RUS,2656,11,1984
99,Kobalia Mikhail,g,RUS,2655,4,1978
100,Romanov Evgeny,g,RUS,2654,9,1988
