"Rank","Name","Title","Country","Rating","Games","B-Year"
"44","Malakhov, Vladimir","g","RUS","2702","4","1980"
"45","Ni, Hua","g","CHN","2701","3","1983"
"46","Almasi, Zoltan","g","HUN","2700","10","1976"
"47","Kryvoruchko, Yuriy","g","UKR","2700","8","1986"
"48","Jobava, Baadur","g","GEO","2699","0","1983"
"49","Bu, Xiangzhi","g","CHN","2696","12","1985"
"50","Howell, David W L","g","ENG","2696","11","1990"
"51","Shirov, Alexei","g","LAT","2696","2","1972"
"52","Matlakov, Maxim","g","RUS","2694","13","1991"
"53","Le, Quang Liem","g","VIE","2693","0","1991"
"54","Vallejo Pons, Francisco","g","ESP","2686","18","1982"
"55","Hou, Yifan","g","CHN","2686","0","1994"
"56","McShane, Luke J","g","ENG","2685","0","1984"
"57","Bruzon Batista, Lazaro","g","CUB","2684","18","1982"
"58","Fedoseev, Vladimir","g","RUS","2683","18","1995"
"59","Short, Nigel D","g","ENG","2683","10","1965"
"60","Rodshtein, Maxim","g","ISR","2682","9","1989"
"61","Cheparinov, Ivan","g","BUL","2681","9","1986"
"62","Lysyj, Igor","g","RUS","2677","4","1987"
"63","Polgar, Judit","g","HUN","2675","0","1976"
"64","Robson, Ray","g","USA","2674","11","1994"
"65","Kamsky, Gata","g","USA","2673","11","1974"
"66","Sargissian, Gabriel","g","ARM","2673","8","1983"
"67","Rapport, Richard","g","HUN","2671","15","1996"
"68","Artemiev, Vladislav","g","RUS","2671","0","1998"
"69","Riazantsev, Alexander","g","RUS","2671","0","1985"
"70","Sjugirov, Sanan","g","RUS","2670","9","1993"
"71","Onischuk, Vladimir","g","UKR","2669","9","1991"
"72","Ragger, Markus","g","AUT","2668","2","1988"
"73","Grachev, Boris","g","RUS","2666","9","1986"
"74","Khismatullin, Denis","g","RUS","2666","9","1984"
"75","Hammer, Jon Ludvig","g","NOR","2665","9","1990"
"76","Inarkiev, Ernesto","g","RUS","2664","13","1985"
"77","Berkes, Ferenc","g","HUN","2664","8","1985"
"78","Negi, Parimarjan","g","IND","2664","0","1993"
"79","Najer, Evgeniy","g","RUS","2663","0","1977"
"80","Onischuk, Alexander","g","USA","2662","18","1975"
"81","Laznicka, Viktor","g","CZE","2662","0","1988"
"82","Nguyen, Ngoc Truong Son","g","VIE","2662","0","1990"
"83","Zvjaginsev, Vadim","g","RUS","2660","9","1976"
"84","Dubov, Daniil","g","RUS","2659","9","1996"
"85","Balogh, Csaba","g","HUN","2659","8","1987"
"86","Smirin, Ilia","g","ISR","2658","9","1968"
"87","Sadler, Matthew D","g","ENG","2658","0","1974"
"88","Fedorchuk, Sergey A.","g","UKR","2657","25","1981"
"89","Ivanisevic, Ivan","g","SRB","2657","19","1977"
"90","Tkachiev, Vladislav","g","FRA","2657","9","1973"
"91","Shankland, Samuel L","g","USA","2656","20","1991"
"92","Areshchenko, Alexander","g","UKR","2656","2","1986"
"93","Efimenko, Zahar","g","UKR","2656","0","1985"
"94","Mamedov, Rauf","g","AZE","2655","18","1988"
"95","Movsesian, Sergei","g","ARM","2655","7","1978"
"96","Nisipeanu, Liviu-Dieter","g","GER","2655","2","1976"
"97","Nielsen, Peter Heine","g","DEN","2655","0","1973"
"98","Zhigalko, Sergei","g","BLR","2654","9","1989"
"99","Melkumyan, Hrant","g","ARM","2654","8","1989"
"100","Meier, Georg","g","GER","2654","6","1987"
"101","Volokitin, Andrei","g","UKR","2654","2","1986"
