Rank,Name,Title,Country,Rating,Games,B-Year
1,Carlsen Magnus,g,NOR,2863,10,1990
2,Caruana Fabiano,g,ITA,2844,16,1992
3,Topalov Veselin,g,BUL,2800,16,1975
4,Grischuk Alexander,g,RUS,2797,6,1983
5,Aronian Levon,g,ARM,2793,10,1982
6,Anand Viswanathan,g,IND,2785,0,1969
7,Giri Anish,g,NED,2768,14,1994
8,Karjakin Sergey,g,RUS,2767,5,1990
9,Nakamura Hikaru,g,USA,2764,15,1987
10,Mamedyarov Shakhriyar,g,AZE,2764,11,1985
11,Kramnik Vladimir,g,RUS,2760,0,1975
12,Adams Michael,g,ENG,2758,5,1971
13,Vachier-Lagrave Maxime,g,FRA,2757,15,1990
14,So Wesley,g,PHI,2755,0,1993
15,Dominguez Perez Leinier,g,CUB,2751,6,1983
16,Gelfand Boris,g,ISR,2748,0,1968
17,Jakovenko Dmitry,g,RUS,2747,0,1983
18,Wojtaszek Radoslaw,g,POL,2742,6,1987
19,Vitiugov Nikita,g,RUS,2738,6,1987
20,Svidler Peter,g,RUS,2732,6,1976
21,Leko Peter,g,HUN,2731,6,1979
22,Ding Liren,g,CHN,2730,14,1992
23,Harikrishna P.,g,IND,2727,24,1986
24,Ivanchuk Vassily,g,UKR,2726,7,1969
25,Radjabov Teimour,g,AZE,2726,6,1987
26,Morozevich Alexander,g,RUS,2724,6,1977
27,Andreikin Dmitry,g,RUS,2722,0,1990
28,Rapport Richard,g,HUN,2720,11,1996
29,Bacrot Etienne,g,FRA,2719,13,1983
30,Eljanov Pavel,g,UKR,2719,8,1983
31,Navara David,g,CZE,2718,10,1985
32,Jobava Baadur,g,GEO,2717,9,1983
33,Ponomariov Ruslan,g,UKR,2717,0,1983
34,Vallejo Pons Francisco,g,ESP,2716,9,1982
35,Nepomniachtchi Ian,g,RUS,2714,6,1990
36,Fressinet Laurent,g,FRA,2713,13,1981
37,Wang Yue,g,CHN,2711,4,1987
38,Li Chao b,g,CHN,2711,0,1989
39,Kryvoruchko Yuriy,g,UKR,2710,16,1986
40,Wang Hao,g,CHN,2710,15,1989
41,Naiditsch Arkadij,g,GER,2710,14,1985
42,Bu Xiangzhi,g,CHN,2710,4,1985
43,Kasimdzhanov Rustam,g,UZB,2706,0,1979
44,Le Quang Liem,g,VIE,2706,0,1991
45,Tomashevsky Evgeny,g,RUS,2701,0,1987
46,Malakhov Vladimir,g,RUS,2699,8,1980
47,Moiseenko Alexander,g,UKR,2698,0,1980
48,Rublevsky Sergei,g,RUS,2698,0,1974
49,Yu Yangyi,g,CHN,2697,4,1994
50,Almasi Zoltan,g,HUN,2695,7,1976
51,Matlakov Maxim,g,RUS,2692,6,1991
52,Shirov Alexei,g,LAT,2691,6,1972
53,Sargissian Gabriel,g,ARM,2690,7,1983
54,Lysyj Igor,g,RUS,2686,6,1987
55,Alekseev Evgeny,g,RUS,2682,11,1985
56,Sasikiran Krishnan,g,IND,2682,6,1981
57,Motylev Alexander,g,RUS,2682,4,1979
58,Zhigalko Sergei,g,BLR,2681,19,1989
59,Cheparinov Ivan,g,BUL,2681,11,1986
60,Khismatullin Denis,g,RUS,2681,0,1984
61,Korobov Anton,g,UKR,2679,4,1985
62,Bruzon Batista Lazaro,g,CUB,2679,0,1982
63,Rodshtein Maxim,g,ISR,2678,14,1989
64,Melkumyan Hrant,g,ARM,2678,0,1989
65,Riazantsev Alexander,g,RUS,2678,0,1985
66,Saric Ivan,g,CRO,2678,0,1990
67,Kamsky Gata,g,USA,2677,7,1974
68,Ni Hua,g,CHN,2677,4,1983
69,Polgar Judit,g,HUN,2675,0,1976
70,Granda Zuniga Julio E,g,PER,2674,15,1967
71,Grachev Boris,g,RUS,2673,18,1986
72,Hou Yifan,g,CHN,2673,17,1994
73,Fedorchuk Sergey A.,g,UKR,2673,11,1981
74,Kuzubov Yuriy,g,UKR,2672,17,1990
75,Inarkiev Ernesto,g,RUS,2672,11,1985
76,McShane Luke J,g,ENG,2670,0,1984
77,Negi Parimarjan,g,IND,2669,0,1993
78,Berkes Ferenc,g,HUN,2668,7,1985
79,Tiviakov Sergei,g,NED,2668,0,1973
80,Mamedov Rauf,g,AZE,2667,17,1988
81,Artemiev Vladislav,g,RUS,2666,10,1998
82,Laznicka Viktor,g,CZE,2666,5,1988
83,Nisipeanu Liviu-Dieter,g,GER,2665,7,1976
84,Onischuk Alexander,g,USA,2665,0,1975
85,Van Wely Loek,g,NED,2664,15,1972
86,Jones Gawain C B,g,ENG,2664,7,1987
87,Sjugirov Sanan,g,RUS,2664,0,1993
88,Fedoseev Vladimir,g,RUS,2661,11,1995
89,Balogh Csaba,g,HUN,2660,0,1987
90,Edouard Romain,g,FRA,2659,14,1990
91,Nguyen Ngoc Truong Son,g,VIE,2659,0,1990
92,Ragger Markus,g,AUT,2658,9,1988
93,Movsesian Sergei,g,ARM,2657,6,1978
94,Akopian Vladimir,g,ARM,2657,0,1971
95,Gharamian Tigran,g,FRA,2657,0,1984
96,Howell David W L,g,ENG,2657,0,1990
97,Baklan Vladimir,g,UKR,2656,13,1978
98,Zvjaginsev Vadim,g,RUS,2655,4,1976
99,Smirin Ilia,g,ISR,2655,0,1968
100,Areshchenko Alexander,g,UKR,2654,9,1986
101,Dreev Aleksey,g,RUS,2654,4,1969
102,Nielsen Peter Heine,g,DEN,2654,0,1973
