"Rank","Name","Title","Country","Rating","Games","B-Year"
"1","Carlsen, Magnus","g","NOR","2853","9","1990"
"2","Anand, Viswanathan","g","IND","2816","9","1969"
"3","Topalov, Veselin","g","BUL","2816","9","1975"
"4","Nakamura, Hikaru","g","USA","2814","9","1987"
"5","Caruana, Fabiano","g","USA","2797","9","1992"
"6","Giri, Anish","g","NED","2791","19","1994"
"7","Kramnik, Vladimir","g","RUS","2783","0","1975"
"8","So, Wesley","g","USA","2780","15","1993"
"9","Grischuk, Alexander","g","RUS","2771","9","1983"
"10","Aronian, Levon","g","ARM","2765","9","1982"
"11","Jakovenko, Dmitry","g","RUS","2757","4","1983"
"12","Karjakin, Sergey","g","RUS","2753","0","1990"
"13","Gelfand, Boris","g","ISR","2751","0","1968"
"14","Ding, Liren","g","CHN","2749","3","1992"
"15","Li, Chao b","g","CHN","2748","0","1989"
"16","Tomashevsky, Evgeny","g","RUS","2745","0","1987"
"17","Adams, Michael","g","ENG","2740","0","1971"
"18","Svidler, Peter","g","RUS","2740","0","1976"
"19","Radjabov, Teimour","g","AZE","2738","0","1987"
"20","Yu, Yangyi","g","CHN","2736","13","1994"
"21","Dominguez Perez, Leinier","g","CUB","2736","10","1983"
"22","Mamedyarov, Shakhriyar","g","AZE","2735","0","1985"
"23","Vitiugov, Nikita","g","RUS","2734","0","1987"
"24","Wojtaszek, Radoslaw","g","POL","2733","11","1987"
"25","Harikrishna, P.","g","IND","2733","0","1986"
"26","Vachier-Lagrave, Maxime","g","FRA","2731","16","1990"
"27","Ivanchuk, Vassily","g","UKR","2728","3","1969"
"28","Navara, David","g","CZE","2724","15","1985"
"29","Wei, Yi","g","CHN","2724","3","1999"
"30","Andreikin, Dmitry","g","RUS","2723","10","1990"
"31","Eljanov, Pavel","g","UKR","2723","10","1983"
"32","Wang, Yue","g","CHN","2716","3","1987"
"33","Leko, Peter","g","HUN","2714","0","1979"
"34","Morozevich, Alexander","g","RUS","2711","0","1977"
"35","Ponomariov, Ruslan","g","UKR","2711","0","1983"
"36","Moiseenko, Alexander","g","UKR","2710","7","1980"
"37","Nepomniachtchi, Ian","g","RUS","2709","10","1990"
"38","Fressinet, Laurent","g","FRA","2707","10","1981"
"39","Wang, Hao","g","CHN","2705","3","1989"
"40","Kasimdzhanov, Rustam","g","UZB","2704","0","1979"
"41","Ni, Hua","g","CHN","2703","3","1983"
"42","Shirov, Alexei","g","LAT","2702","1","1972"
"43","Rublevsky, Sergei","g","RUS","2702","0","1974"
"44","Almasi, Zoltan","g","HUN","2700","0","1976"
"45","Korobov, Anton","g","UKR","2699","9","1985"
"46","Le, Quang Liem","g","VIE","2699","3","1991"
"47","Malakhov, Vladimir","g","RUS","2699","3","1980"
"48","Howell, David W L","g","ENG","2698","0","1990"
"49","Bu, Xiangzhi","g","CHN","2695","3","1985"
"50","Kryvoruchko, Yuriy","g","UKR","2695","0","1986"
"51","Bacrot, Etienne","g","FRA","2693","10","1983"
"52","Jobava, Baadur","g","GEO","2693","0","1983"
"53","Matlakov, Maxim","g","RUS","2691","10","1991"
"54","Naiditsch, Arkadij","g","GER","2690","9","1985"
"55","Ragger, Markus","g","AUT","2688","15","1988"
"56","Vallejo Pons, Francisco","g","ESP","2686","0","1982"
"57","McShane, Luke J","g","ENG","2685","0","1984"
"58","Cheparinov, Ivan","g","BUL","2683","3","1986"
"59","Short, Nigel D","g","ENG","2683","0","1965"
"60","Kovalenko, Igor","g","LAT","2682","20","1988"
"61","Robson, Ray","g","USA","2680","3","1994"
"62","Rodshtein, Maxim","g","ISR","2678","0","1989"
"63","Hammer, Jon Ludvig","g","NOR","2677","10","1990"
"64","Hou, Yifan","g","CHN","2676","0","1994"
"65","Polgar, Judit","g","HUN","2675","0","1976"
"66","Sargissian, Gabriel","g","ARM","2673","0","1983"
"67","Kamsky, Gata","g","USA","2672","5","1974"
"68","Lysyj, Igor","g","RUS","2671","3","1987"
"69","Rapport, Richard","g","HUN","2671","0","1996"
"70","Bruzon Batista, Lazaro","g","CUB","2669","10","1982"
"71","Inarkiev, Ernesto","g","RUS","2668","0","1985"
"72","Fedorchuk, Sergey A.","g","UKR","2664","11","1981"
"73","Fedoseev, Vladimir","g","RUS","2664","3","1995"
"74","Berkes, Ferenc","g","HUN","2664","0","1985"
"75","Negi, Parimarjan","g","IND","2664","0","1993"
"76","Smirin, Ilia","g","ISR","2663","0","1968"
"77","Ivanisevic, Ivan","g","SRB","2662","0","1977"
"78","Nguyen, Ngoc Truong Son","g","VIE","2662","0","1990"
"79","Onischuk, Alexander","g","USA","2662","0","1975"
"80","Sjugirov, Sanan","g","RUS","2662","0","1993"
"81","Tkachiev, Vladislav","g","FRA","2661","1","1973"
"82","Dubov, Daniil","g","RUS","2661","0","1996"
"83","Najer, Evgeniy","g","RUS","2661","0","1977"
"84","Artemiev, Vladislav","g","RUS","2660","0","1998"
"85","Balogh, Csaba","g","HUN","2659","0","1987"
"86","Sadler, Matthew D","g","ENG","2659","0","1974"
"87","Grachev, Boris","g","RUS","2657","0","1986"
"88","Laznicka, Viktor","g","CZE","2657","0","1988"
"89","Shankland, Samuel L","g","USA","2656","0","1991"
"90","Nielsen, Peter Heine","g","DEN","2655","0","1973"
"91","Meier, Georg","g","GER","2654","0","1987"
"92","Nisipeanu, Liviu-Dieter","g","GER","2654","0","1976"
"93","Volokitin, Andrei","g","UKR","2654","0","1986"
"94","Zhigalko, Sergei","g","BLR","2654","0","1989"
"95","Kuzubov, Yuriy","g","UKR","2653","18","1990"
"96","Movsesian, Sergei","g","ARM","2653","9","1978"
"97","Khairullin, Ildar","g","RUS","2653","0","1990"
"98","Efimenko, Zahar","g","UKR","2652","9","1985"
"99","Granda Zuniga, Julio E","g","PER","2652","0","1967"
"100","Riazantsev, Alexander","g","RUS","2651","11","1985"
"101","Areshchenko, Alexander","g","UKR","2651","9","1986"
