Rank,Name,Title,Country,Rating,Games,B-Year
1,Carlsen Magnus,g,NOR,2863,7,1990
2,Caruana Fabiano,g,ITA,2802,12,1992
3,Nakamura Hikaru,g,USA,2798,15,1987
4,Topalov Veselin,g,BUL,2798,10,1975
5,Grischuk Alexander,g,RUS,2794,11,1983
6,Anand Viswanathan,g,IND,2791,12,1969
7,Giri Anish,g,NED,2790,14,1994
8,So Wesley,g,USA,2788,0,1993
9,Kramnik Vladimir,g,RUS,2783,5,1975
10,Aronian Levon,g,ARM,2770,14,1982
11,Vachier-Lagrave Maxime,g,FRA,2765,11,1990
12,Karjakin Sergey,g,RUS,2757,5,1990
13,Mamedyarov Shakhriyar,g,AZE,2756,11,1985
14,Ding Liren,g,CHN,2755,0,1992
15,Gelfand Boris,g,ISR,2747,0,1968
16,Tomashevsky Evgeny,g,RUS,2745,11,1987
17,Adams Michael,g,ENG,2745,9,1971
18,Jakovenko Dmitry,g,RUS,2742,21,1983
19,Vitiugov Nikita,g,RUS,2739,9,1987
20,Radjabov Teimour,g,AZE,2738,11,1987
21,Wojtaszek Radoslaw,g,POL,2737,2,1987
22,Navara David,g,CZE,2736,2,1985
23,Ivanchuk Vassily,g,UKR,2731,0,1969
24,Svidler Peter,g,RUS,2729,20,1976
25,Harikrishna P.,g,IND,2729,12,1986
26,Dominguez Perez Leinier,g,CUB,2729,11,1983
27,Eljanov Pavel,g,UKR,2727,4,1983
28,Wang Yue,g,CHN,2726,0,1987
29,Yu Yangyi,g,CHN,2724,10,1994
30,Andreikin Dmitry,g,RUS,2723,11,1990
31,Li Chao b,g,CHN,2721,2,1989
32,Nepomniachtchi Ian,g,RUS,2714,9,1990
33,Leko Peter,g,HUN,2713,0,1979
34,Ponomariov Ruslan,g,UKR,2713,0,1983
35,Wang Hao,g,CHN,2713,0,1989
36,Bacrot Etienne,g,FRA,2712,11,1983
37,Kasimdzhanov Rustam,g,UZB,2712,11,1979
38,Naiditsch Arkadij,g,GER,2711,11,1985
39,Morozevich Alexander,g,RUS,2711,0,1977
40,Rapport Richard,g,HUN,2709,12,1996
41,Vallejo Pons Francisco,g,ESP,2708,11,1982
42,Fressinet Laurent,g,FRA,2707,3,1981
43,Inarkiev Ernesto,g,RUS,2706,11,1985
44,Wei Yi,g,CHN,2706,10,1999
45,Malakhov Vladimir,g,RUS,2706,0,1980
46,Ni Hua,g,CHN,2704,0,1983
47,Jobava Baadur,g,GEO,2699,11,1983
48,Rublevsky Sergei,g,RUS,2698,0,1974
49,Almasi Zoltan,g,HUN,2695,2,1976
50,Kryvoruchko Yuriy,g,UKR,2695,2,1986
51,Korobov Anton,g,UKR,2694,9,1985
52,Matlakov Maxim,g,RUS,2693,10,1991
53,Moiseenko Alexander,g,UKR,2693,2,1980
54,Lysyj Igor,g,RUS,2691,9,1987
55,Bruzon Batista Lazaro,g,CUB,2691,6,1982
56,Shirov Alexei,g,LAT,2691,6,1972
57,Riazantsev Alexander,g,RUS,2688,0,1985
58,Howell David W L,g,ENG,2686,14,1990
59,Hou Yifan,g,CHN,2686,10,1994
60,McShane Luke J,g,ENG,2686,5,1984
61,Kamsky Gata,g,USA,2683,12,1974
62,Sasikiran Krishnan,g,IND,2682,0,1981
63,Bu Xiangzhi,g,CHN,2681,0,1985
64,Melkumyan Hrant,g,ARM,2676,2,1989
65,Le Quang Liem,g,VIE,2676,0,1991
66,Cheparinov Ivan,g,BUL,2675,10,1986
67,Polgar Judit,g,HUN,2675,0,1976
68,Zhigalko Sergei,g,BLR,2675,0,1989
69,Fedoseev Vladimir,g,RUS,2674,9,1995
70,Grachev Boris,g,RUS,2673,9,1986
71,Petrosian Tigran L.,g,ARM,2671,9,1984
72,Sjugirov Sanan,g,RUS,2669,9,1993
73,Onischuk Alexander,g,USA,2669,2,1975
74,Sargissian Gabriel,g,ARM,2668,0,1983
75,Kuzubov Yuriy,g,UKR,2667,0,1990
76,Alekseev Evgeny,g,RUS,2665,9,1985
77,Van Wely Loek,g,NED,2665,3,1972
78,Movsesian Sergei,g,ARM,2665,2,1978
79,Artemiev Vladislav,g,RUS,2664,9,1998
80,Negi Parimarjan,g,IND,2664,9,1993
81,Areshchenko Alexander,g,UKR,2664,5,1986
82,Laznicka Viktor,g,CZE,2664,4,1988
83,Berkes Ferenc,g,HUN,2664,1,1985
84,Short Nigel D,g,ENG,2664,0,1965
85,Tiviakov Sergei,g,NED,2662,9,1973
86,Ragger Markus,g,AUT,2661,14,1988
87,Kovalenko Igor,g,LAT,2661,2,1988
88,Shankland Samuel L,g,USA,2661,0,1991
89,Nielsen Peter Heine,g,DEN,2660,2,1973
90,Akopian Vladimir,g,ARM,2660,0,1971
91,Nguyen Ngoc Truong Son,g,VIE,2659,0,1990
92,Mamedov Rauf,g,AZE,2658,9,1988
93,Sadler Matthew D,g,ENG,2658,1,1974
94,Zvjaginsev Vadim,g,RUS,2658,0,1976
95,Efimenko Zahar,g,UKR,2657,3,1985
96,Robson Ray,g,USA,2656,0,1994
97,Balogh Csaba,g,HUN,2655,5,1987
98,Rodshtein Maxim,g,ISR,2654,12,1989
99,Motylev Alexander,g,RUS,2653,10,1979
100,Meier Georg,g,GER,2652,4,1987
